,GO,Cluster,Function
2213,GO:0050912,23,P:detection of chemical stimulus involved in sensory perception of taste
2214,GO:0009415,23,P:response to water
2215,GO:0002336,23,P:B-1 B cell lineage commitment
2216,GO:0033860,23,P:regulation of NAD(P)H oxidase activity
2217,GO:0097719,23,P:neural tissue regeneration
2218,GO:0072356,23,P:chromosome passenger complex localization to kinetochore
2219,GO:1903205,23,P:regulation of hydrogen peroxide-induced cell death
2220,GO:0003226,23,P:right ventricular compact myocardium morphogenesis
2221,GO:0090673,23,P:endothelial cell-matrix adhesion
2222,GO:0006781,23,P:succinyl-CoA pathway
2223,GO:0000709,23,P:meiotic joint molecule formation
2224,GO:0010774,23,P:meiotic strand invasion involved in reciprocal meiotic recombination
2225,GO:0003029,23,P:detection of hypoxic conditions in blood by carotid body chemoreceptor signaling
2226,GO:0070846,23,P:Hsp90 deacetylation
2227,GO:0070845,23,P:polyubiquitinated misfolded protein transport
2228,GO:0036265,23,P:RNA (guanine-N7)-methylation
2229,GO:0043400,23,P:cortisol secretion
2230,GO:0061525,23,P:hindgut development
2231,GO:2000864,23,P:regulation of estradiol secretion
2232,GO:0015851,23,P:nucleobase transport
2233,GO:0014886,23,P:transition between slow and fast fiber
2234,GO:0060004,23,P:reflex
2235,GO:0042772,23,"P:DNA damage response, signal transduction resulting in transcription"
2236,GO:0098935,23,P:dendritic transport
2237,GO:1905711,23,P:response to phosphatidylethanolamine
2238,GO:0035853,23,P:chromosome passenger complex localization to spindle midzone
2239,GO:0036508,23,"P:protein alpha-1,2-demannosylation"
2240,GO:1990678,23,P:histone H4-K16 deacetylation
2241,GO:0090625,23,P:siRNA-mediated gene silencing by mRNA destabilization
2242,GO:0150019,23,P:basal dendrite morphogenesis
2243,GO:1902630,23,P:regulation of membrane hyperpolarization
2244,GO:2001106,23,P:regulation of Rho guanyl-nucleotide exchange factor activity
2245,GO:0061301,23,P:cerebellum vasculature morphogenesis
2246,GO:0035272,23,P:exocrine system development
2247,GO:0036473,23,P:cell death in response to oxidative stress
2248,GO:1990764,23,P:myofibroblast contraction
2249,GO:0090648,23,P:response to environmental enrichment
2250,GO:0036306,23,P:embryonic heart tube elongation
2251,GO:0035922,23,P:foramen ovale closure
2252,GO:0048370,23,P:lateral mesoderm formation
2253,GO:0060577,23,P:pulmonary vein morphogenesis
2254,GO:0003175,23,P:tricuspid valve development
2255,GO:0031282,23,P:regulation of guanylate cyclase activity
2256,GO:0090361,23,P:regulation of platelet-derived growth factor production
2257,GO:0000916,23,P:actomyosin contractile ring contraction
2258,GO:1904896,23,P:ESCRT complex disassembly
2259,GO:0072319,23,P:vesicle uncoating
2260,GO:0002864,23,P:regulation of acute inflammatory response to antigenic stimulus
2261,GO:1902162,23,"P:regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"
2262,GO:0140298,23,P:endocytic iron import into cell
2263,GO:0048219,23,P:inter-Golgi cisterna vesicle-mediated transport
2264,GO:0106056,23,P:regulation of calcineurin-mediated signaling
2265,GO:1903900,23,P:regulation of viral life cycle
2266,GO:2001142,23,P:nicotinate transport
2267,GO:0061430,23,P:bone trabecula morphogenesis
2268,GO:0035644,23,P:phosphoanandamide dephosphorylation
2269,GO:0061181,23,P:regulation of chondrocyte development
2270,GO:0032423,23,P:regulation of mismatch repair
2271,GO:0045575,23,P:basophil activation
2272,GO:0000971,23,"P:tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate"
2273,GO:0021872,23,P:forebrain generation of neurons
2274,GO:0035212,23,P:cell competition in a multicellular organism
2275,GO:0035616,23,P:histone H2B conserved C-terminal lysine deubiquitination
2276,GO:0031173,23,P:otolith mineralization completed early in development
2277,GO:0050894,23,P:determination of affect
2278,GO:0010496,23,P:intercellular transport
2279,GO:0000706,23,P:meiotic DNA double-strand break processing
2280,GO:0120012,23,P:intermembrane sphingolipid transfer
2281,GO:0021572,23,P:rhombomere 6 development
2282,GO:1990451,23,P:cellular stress response to acidic pH
2283,GO:0106101,23,P:ER-dependent peroxisome localization
2284,GO:0032581,23,P:ER-dependent peroxisome organization
2285,GO:0060082,23,P:eye blink reflex
2286,GO:1904182,23,P:regulation of pyruvate dehydrogenase activity
2287,GO:0009798,23,P:axis specification
2288,GO:0140454,23,P:protein aggregate center assembly
2289,GO:1902159,23,P:regulation of cyclic nucleotide-gated ion channel activity
2290,GO:0071585,23,P:detoxification of cadmium ion
2291,GO:0021858,23,P:GABAergic neuron differentiation in basal ganglia
2292,GO:0009593,23,P:detection of chemical stimulus
2293,GO:0044771,23,P:meiotic cell cycle phase transition
2294,GO:0060404,23,P:axonemal microtubule depolymerization
2295,GO:0070462,23,P:plus-end specific microtubule depolymerization
2296,GO:0042078,23,P:germ-line stem cell division
2297,GO:1905702,23,P:regulation of inhibitory synapse assembly
2298,GO:0048792,23,P:spontaneous exocytosis of neurotransmitter
2299,GO:0021686,23,P:cerebellar granular layer maturation
2300,GO:0021933,23,P:radial glia guided migration of cerebellar granule cell
2301,GO:0038101,23,P:sequestering of nodal from receptor via nodal binding
2302,GO:0050907,23,P:detection of chemical stimulus involved in sensory perception
2303,GO:0099505,23,P:regulation of presynaptic membrane potential
2304,GO:0106074,23,P:aminoacyl-tRNA metabolism involved in translational fidelity
2305,GO:0015803,23,P:branched-chain amino acid transport
2306,GO:0160007,23,P:glutathione import into mitochondrion
2307,GO:0061956,23,P:penetration of cumulus oophorus
2308,GO:0019646,23,P:aerobic electron transport chain
2309,GO:0006313,23,"P:transposition, DNA-mediated"
2310,GO:0071701,23,P:regulation of MAPK export from nucleus
2311,GO:1905553,23,P:regulation of blood vessel branching
2312,GO:0060989,23,P:lipid tube assembly involved in organelle fusion
2313,GO:0044357,23,P:regulation of rRNA stability
2314,GO:0010789,23,P:meiotic sister chromatid cohesion involved in meiosis I
2315,GO:0033036,23,P:macromolecule localization
2316,GO:0140541,23,P:piRNA transcription
2317,GO:0007321,23,P:sperm displacement
2318,GO:0097279,23,P:histamine secretion mediated by IgE immunoglobulin
2319,GO:0010780,23,P:meiotic DNA double-strand break formation involved in reciprocal meiotic recombination
2320,GO:0003242,23,P:cardiac chamber ballooning
2321,GO:1905199,23,P:manchette disassembly
2322,GO:0061172,23,P:regulation of establishment of bipolar cell polarity
2323,GO:0014741,24,P:negative regulation of muscle hypertrophy
2324,GO:0090257,24,P:regulation of muscle system process
2325,GO:0045932,24,P:negative regulation of muscle contraction
2326,GO:0014740,24,P:negative regulation of muscle hyperplasia
2327,GO:0014739,24,P:positive regulation of muscle hyperplasia
2328,GO:0048635,24,P:negative regulation of muscle organ development
2329,GO:0002479,25,"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
2330,GO:0002504,25,P:antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
2331,GO:0002581,25,P:negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
2332,GO:0002622,25,P:regulation of B cell antigen processing and presentation
2333,GO:0002625,25,P:regulation of T cell antigen processing and presentation
2334,GO:0002489,25,"P:antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent"
2335,GO:0002617,25,P:negative regulation of macrophage antigen processing and presentation
2336,GO:1904283,25,P:negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I
2337,GO:0002578,25,P:negative regulation of antigen processing and presentation
2338,GO:0002590,25,P:negative regulation of antigen processing and presentation of peptide antigen via MHC class I
2339,GO:0002577,25,P:regulation of antigen processing and presentation
2340,GO:0002747,25,P:antigen processing and presentation following phagocytosis
2341,GO:0002505,25,P:antigen processing and presentation of polysaccharide antigen via MHC class II
2342,GO:0002480,25,"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent"
2343,GO:0002470,25,P:plasmacytoid dendritic cell antigen processing and presentation
2344,GO:0070471,26,P:uterine smooth muscle contraction
2345,GO:0070473,26,P:negative regulation of uterine smooth muscle contraction
2346,GO:1904343,26,P:positive regulation of colon smooth muscle contraction
2347,GO:0120072,26,P:positive regulation of pyloric antrum smooth muscle contraction
2348,GO:1904695,26,P:positive regulation of vascular associated smooth muscle contraction
2349,GO:1900721,26,P:positive regulation of uterine smooth muscle relaxation
2350,GO:0014820,26,P:tonic smooth muscle contraction
2351,GO:0070472,26,P:regulation of uterine smooth muscle contraction
2352,GO:1990770,26,P:small intestine smooth muscle contraction
2353,GO:1901881,27,P:positive regulation of protein depolymerization
2354,GO:1903638,27,P:positive regulation of protein insertion into mitochondrial outer membrane
2355,GO:2000541,27,P:positive regulation of protein geranylgeranylation
2356,GO:0070862,27,P:negative regulation of protein exit from endoplasmic reticulum
2357,GO:0150033,27,P:negative regulation of protein localization to lysosome
2358,GO:1904815,27,"P:negative regulation of protein localization to chromosome, telomeric region"
2359,GO:1902498,27,P:regulation of protein autoubiquitination
2360,GO:1900044,27,P:regulation of protein K63-linked ubiquitination
2361,GO:1904750,27,P:negative regulation of protein localization to nucleolus
2362,GO:1903060,27,P:negative regulation of protein lipidation
2363,GO:0060904,27,P:regulation of protein folding in endoplasmic reticulum
2364,GO:1904589,27,P:regulation of protein import
2365,GO:0090074,27,P:negative regulation of protein homodimerization activity
2366,GO:1903572,27,P:positive regulation of protein kinase D signaling
2367,GO:0090313,27,P:regulation of protein targeting to membrane
2368,GO:0032272,27,P:negative regulation of protein polymerization
2369,GO:1903093,27,P:regulation of protein K48-linked deubiquitination
2370,GO:1901879,27,P:regulation of protein depolymerization
2371,GO:1902914,27,P:regulation of protein polyubiquitination
2372,GO:0090073,27,P:positive regulation of protein homodimerization activity
2373,GO:0043497,27,P:regulation of protein heterodimerization activity
2374,GO:0070861,27,P:regulation of protein exit from endoplasmic reticulum
2375,GO:1905667,27,P:negative regulation of protein localization to endosome
2376,GO:1903317,27,P:regulation of protein maturation
2377,GO:1902525,27,P:regulation of protein monoubiquitination
2378,GO:0090085,27,P:regulation of protein deubiquitination
2379,GO:0035304,27,P:regulation of protein dephosphorylation
2380,GO:1905341,27,P:negative regulation of protein localization to kinetochore
2381,GO:1903568,27,P:negative regulation of protein localization to ciliary membrane
2382,GO:2000257,27,P:regulation of protein activation cascade
2383,GO:1903319,27,P:positive regulation of protein maturation
2384,GO:0043244,27,P:regulation of protein-containing complex disassembly
2385,GO:1904510,27,P:positive regulation of protein localization to basolateral plasma membrane
2386,GO:1905183,27,P:negative regulation of protein serine/threonine phosphatase activity
2387,GO:0060051,27,P:negative regulation of protein glycosylation
2388,GO:1902915,27,P:negative regulation of protein polyubiquitination
2389,GO:1904206,28,P:positive regulation of skeletal muscle hypertrophy
2390,GO:1904394,28,P:negative regulation of skeletal muscle acetylcholine-gated channel clustering
2391,GO:0048631,28,P:regulation of skeletal muscle tissue growth
2392,GO:0014835,28,P:myoblast differentiation involved in skeletal muscle regeneration
2393,GO:0031443,28,P:fast-twitch skeletal muscle fiber contraction
2394,GO:1902728,28,P:positive regulation of growth factor dependent skeletal muscle satellite cell proliferation
2395,GO:0014843,28,P:growth factor dependent regulation of skeletal muscle satellite cell proliferation
2396,GO:0031444,28,P:slow-twitch skeletal muscle fiber contraction
2397,GO:0014860,28,P:neurotransmitter secretion involved in regulation of skeletal muscle contraction
2398,GO:1904205,28,P:negative regulation of skeletal muscle hypertrophy
2399,GO:0100001,28,P:regulation of skeletal muscle contraction by action potential
2400,GO:0014859,28,P:negative regulation of skeletal muscle cell proliferation
2401,GO:0014861,28,P:regulation of skeletal muscle contraction via regulation of action potential
2402,GO:0098529,28,"P:neuromuscular junction development, skeletal muscle fiber"
2403,GO:0014810,28,P:positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
2404,GO:0014853,28,P:regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction
2405,GO:0014722,28,P:regulation of skeletal muscle contraction by calcium ion signaling
2406,GO:0043501,28,P:skeletal muscle adaptation
2407,GO:0014906,28,P:myotube cell development involved in skeletal muscle regeneration
2408,GO:2001015,28,P:negative regulation of skeletal muscle cell differentiation
2409,GO:0014734,28,P:skeletal muscle hypertrophy
2410,GO:1902811,28,P:positive regulation of skeletal muscle fiber differentiation
2411,GO:1902809,28,P:regulation of skeletal muscle fiber differentiation
2412,GO:0043417,28,P:negative regulation of skeletal muscle tissue regeneration
2413,GO:0003011,28,P:involuntary skeletal muscle contraction
2414,GO:0043416,28,P:regulation of skeletal muscle tissue regeneration
2415,GO:0014717,28,P:regulation of satellite cell activation involved in skeletal muscle regeneration
2416,GO:0032058,29,P:positive regulation of translational initiation in response to stress
2417,GO:0045994,29,P:positive regulation of translational initiation by iron
2418,GO:0043558,29,P:regulation of translational initiation in response to stress
2419,GO:0045900,29,P:negative regulation of translational elongation
2420,GO:0045903,29,P:positive regulation of translational fidelity
2421,GO:0045993,29,P:negative regulation of translational initiation by iron
2422,GO:2001125,29,P:negative regulation of translational frameshifting
2423,GO:0061141,30,P:lung ciliated cell differentiation
2424,GO:1905458,30,P:positive regulation of lymphoid progenitor cell differentiation
2425,GO:0002334,30,P:transitional two stage B cell differentiation
2426,GO:2000975,30,P:positive regulation of pro-B cell differentiation
2427,GO:0060920,30,P:cardiac pacemaker cell differentiation
2428,GO:0002333,30,P:transitional one stage B cell differentiation
2429,GO:0045065,30,P:cytotoxic T cell differentiation
2430,GO:0014038,30,P:regulation of Schwann cell differentiation
2431,GO:1902748,30,P:positive regulation of lens fiber cell differentiation
2432,GO:1902913,30,P:positive regulation of neuroepithelial cell differentiation
2433,GO:0010743,30,P:regulation of macrophage derived foam cell differentiation
2434,GO:0048392,30,P:intermediate mesodermal cell differentiation
2435,GO:1905770,30,P:regulation of mesodermal cell differentiation
2436,GO:1905772,30,P:positive regulation of mesodermal cell differentiation
2437,GO:0060217,30,P:hemangioblast cell differentiation
2438,GO:0072240,30,P:metanephric DCT cell differentiation
2439,GO:0072254,30,P:metanephric glomerular mesangial cell differentiation
2440,GO:0060709,30,P:glycogen cell differentiation involved in embryonic placenta development
2441,GO:0002335,30,P:mature B cell differentiation
2442,GO:0072497,30,P:mesenchymal stem cell differentiation
2443,GO:1901247,30,P:negative regulation of lung ciliated cell differentiation
