,Unnamed: 0,GO,Function
86651,86651,GO:1900542,P:regulation of purine nucleotide metabolic process
86656,86656,GO:0031125,P:rRNA 3'-end processing
86729,86729,GO:1903830,P:magnesium ion transmembrane transport
86737,86737,GO:0021563,P:glossopharyngeal nerve development
86741,86741,GO:0003025,P:regulation of systemic arterial blood pressure by baroreceptor feedback
86744,86744,GO:0021564,P:vagus nerve development
86754,86754,GO:0009914,P:hormone transport
86756,86756,GO:0015913,P:short-chain fatty acid transmembrane transport
86768,86768,GO:1904997,P:regulation of leukocyte adhesion to arterial endothelial cell
86806,86806,GO:0048073,P:regulation of eye pigmentation
86855,86855,GO:0110051,P:metabolite repair
86888,86888,GO:0043063,P:intercellular bridge organization
86932,86932,GO:0070861,P:regulation of protein exit from endoplasmic reticulum
86968,86968,GO:1904152,"P:regulation of retrograde protein transport, ER to cytosol"
87001,87001,GO:0002329,P:pre-B cell differentiation
87082,87082,GO:0046649,P:lymphocyte activation
87117,87117,GO:0006539,P:glutamate catabolic process via 2-oxoglutarate
87197,87197,GO:0060377,P:negative regulation of mast cell differentiation
87207,87207,GO:0002295,P:T-helper cell lineage commitment
87249,87249,GO:0099500,P:vesicle fusion to plasma membrane
87281,87281,GO:0061433,P:cellular response to caloric restriction
87296,87296,GO:0070446,P:negative regulation of oligodendrocyte progenitor proliferation
87350,87350,GO:0036179,P:osteoclast maturation
87358,87358,GO:0051174,P:regulation of phosphorus metabolic process
87385,87385,GO:0060330,P:regulation of response to type II interferon
87387,87387,GO:1904733,P:negative regulation of electron transfer activity
87388,87388,GO:1904736,P:negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase
87398,87398,GO:0098813,P:nuclear chromosome segregation
87429,87429,GO:0045339,P:farnesyl diphosphate catabolic process
87430,87430,GO:0033383,P:geranyl diphosphate metabolic process
87431,87431,GO:1902247,P:geranylgeranyl diphosphate catabolic process
87543,87543,GO:0035946,P:mitochondrial mRNA surveillance
87544,87544,GO:0035945,P:mitochondrial ncRNA surveillance
87546,87546,GO:2000827,P:mitochondrial RNA surveillance
87659,87659,GO:0097310,P:cap2 mRNA methylation
87701,87701,GO:0036351,P:histone H2A-K13 ubiquitination
87702,87702,GO:0036352,P:histone H2A-K15 ubiquitination
87726,87726,GO:1905349,P:ciliary transition zone assembly
87733,87733,GO:1905667,P:negative regulation of protein localization to endosome
87744,87744,GO:0032826,P:regulation of natural killer cell differentiation involved in immune response
87824,87824,GO:1905795,P:cellular response to puromycin
87874,87874,GO:1903317,P:regulation of protein maturation
87899,87899,GO:0043954,P:cellular component maintenance
87910,87910,GO:2001015,P:negative regulation of skeletal muscle cell differentiation
87928,87928,GO:1900239,P:regulation of phenotypic switching
87944,87944,GO:0045769,P:negative regulation of asymmetric cell division
87988,87988,GO:1900054,P:positive regulation of retinoic acid biosynthetic process
87989,87989,GO:0060431,P:primary lung bud formation
88052,88052,GO:0042352,P:GDP-L-fucose salvage
88053,88053,GO:1903350,P:response to dopamine
88077,88077,GO:0106121,P:positive regulation of cobalamin metabolic process
88079,88079,GO:0106064,P:regulation of cobalamin metabolic process
88087,88087,GO:0048698,P:negative regulation of collateral sprouting in absence of injury
88162,88162,GO:0070267,P:oncosis
88178,88178,GO:1904221,P:negative regulation of serine C-palmitoyltransferase activity
88196,88196,GO:1903780,P:negative regulation of cardiac conduction
88204,88204,GO:0002220,P:innate immune response activating cell surface receptor signaling pathway
88219,88219,GO:0035844,P:cloaca development
88222,88222,GO:0070121,P:Kupffer's vesicle development
88229,88229,GO:0030862,P:positive regulation of polarized epithelial cell differentiation
88232,88232,GO:0039023,P:pronephric duct morphogenesis
88233,88233,GO:0039008,P:pronephric nephron tubule morphogenesis
88272,88272,GO:0061400,P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion
88284,88284,GO:0048611,P:embryonic ectodermal digestive tract development
88320,88320,GO:0043383,P:negative T cell selection
88329,88329,GO:1901625,P:cellular response to ergosterol
88347,88347,GO:0034474,P:U2 snRNA 3'-end processing
88424,88424,GO:0048789,P:cytoskeletal matrix organization at active zone
88432,88432,GO:0097115,P:neurexin clustering involved in presynaptic membrane assembly
88536,88536,GO:1905048,P:regulation of metallopeptidase activity
88624,88624,GO:0090296,P:regulation of mitochondrial DNA replication
88649,88649,GO:0035750,P:protein localization to myelin sheath abaxonal region
88662,88662,GO:1905355,P:spine apparatus assembly
88680,88680,GO:0071031,P:nuclear mRNA surveillance of mRNA 3'-end processing
88686,88686,GO:0098038,"P:non-replicative transposition, DNA-mediated"
88699,88699,GO:0002578,P:negative regulation of antigen processing and presentation
88701,88701,GO:1905875,P:negative regulation of postsynaptic density organization
88754,88754,GO:0090246,P:convergent extension involved in somitogenesis
88769,88769,GO:2000080,P:negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
88820,88820,GO:0044345,P:stromal-epithelial cell signaling involved in prostate gland development
88881,88881,GO:0035382,P:sterol transmembrane transport
88882,88882,GO:0035498,P:carnosine metabolic process
88968,88968,GO:0055082,P:intracellular chemical homeostasis
89004,89004,GO:0043461,P:proton-transporting ATP synthase complex assembly
89057,89057,GO:1901605,P:alpha-amino acid metabolic process
89122,89122,GO:0015730,P:propanoate transmembrane transport
89127,89127,GO:0089708,P:L-histidine transmembrane export from vacuole
89128,89128,GO:0033023,P:mast cell homeostasis
89163,89163,GO:0071704,P:organic substance metabolic process
89168,89168,GO:0050652,"P:dermatan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process"
89185,89185,GO:0090220,P:chromosome localization to nuclear envelope involved in homologous chromosome segregation
89188,89188,GO:0090172,P:microtubule cytoskeleton organization involved in homologous chromosome segregation
89193,89193,GO:0034397,P:telomere localization
89195,89195,GO:0042543,P:protein N-linked glycosylation via arginine
89202,89202,GO:0036115,P:fatty-acyl-CoA catabolic process
89234,89234,GO:2000209,P:regulation of anoikis
89247,89247,GO:0042181,P:ketone biosynthetic process
89377,89377,GO:0003353,P:positive regulation of cilium movement
89421,89421,GO:0006844,P:acyl carnitine transport
89454,89454,GO:0034345,P:negative regulation of type III interferon production
89464,89464,GO:0106342,P:omega-hydroxyceramide biosynthetic process
89490,89490,GO:0070060,P:'de novo' actin filament nucleation
89519,89519,GO:0032788,P:saturated monocarboxylic acid metabolic process
89522,89522,GO:0032789,P:unsaturated monocarboxylic acid metabolic process
89567,89567,GO:0140329,P:lysophospholipid translocation
89582,89582,GO:0150175,P:regulation of phosphatidylethanolamine metabolic process
89583,89583,GO:0150178,P:regulation of phosphatidylserine metabolic process
89630,89630,GO:1905456,P:regulation of lymphoid progenitor cell differentiation
89710,89710,GO:0021528,P:commissural neuron differentiation in spinal cord
89761,89761,GO:0032802,P:low-density lipoprotein particle receptor catabolic process
89764,89764,GO:1905596,P:negative regulation of low-density lipoprotein particle receptor binding
89798,89798,GO:0046713,P:borate transport
89816,89816,GO:0140570,P:extraction of mislocalized protein from mitochondrial outer membrane
89848,89848,GO:0033320,P:UDP-D-xylose biosynthetic process
89935,89935,GO:0050655,P:dermatan sulfate proteoglycan metabolic process
89994,89994,GO:0046496,P:nicotinamide nucleotide metabolic process
90053,90053,GO:0043630,P:ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process
90060,90060,GO:0071050,P:sno(s)RNA polyadenylation
90075,90075,GO:0035611,P:protein branching point deglutamylation
90126,90126,GO:0051631,P:regulation of acetylcholine uptake
90254,90254,GO:0060623,P:regulation of chromosome condensation
90320,90320,GO:1901594,P:response to capsazepine
90379,90379,GO:0042636,P:negative regulation of hair cycle
90430,90430,GO:0045625,P:regulation of T-helper 1 cell differentiation
90479,90479,GO:2001246,P:negative regulation of phosphatidylcholine biosynthetic process
90492,90492,GO:0061485,P:memory T cell proliferation
90562,90562,GO:0006747,P:FAD biosynthetic process
90579,90579,GO:1901723,P:negative regulation of cell proliferation involved in kidney development
90586,90586,GO:1901859,P:negative regulation of mitochondrial DNA metabolic process
90690,90690,GO:1904220,P:regulation of serine C-palmitoyltransferase activity
90695,90695,GO:0098705,P:copper ion import across plasma membrane
90795,90795,GO:0007630,P:jump response
90811,90811,GO:1904034,P:positive regulation of t-SNARE clustering
90857,90857,GO:0061931,P:positive regulation of erythrocyte enucleation
90862,90862,GO:1902838,P:regulation of nuclear migration along microtubule
90871,90871,GO:1903775,P:regulation of DNA double-strand break processing
90901,90901,GO:1904240,P:negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly
90920,90920,GO:0045584,P:negative regulation of cytotoxic T cell differentiation
90976,90976,GO:2001193,P:positive regulation of gamma-delta T cell activation involved in immune response
90988,90988,GO:0021592,P:fourth ventricle development
90990,90990,GO:0021993,P:initiation of neural tube closure
91065,91065,GO:0048086,P:negative regulation of developmental pigmentation
91110,91110,GO:0098542,P:defense response to other organism
91214,91214,GO:1902525,P:regulation of protein monoubiquitination
91255,91255,GO:0048560,P:establishment of anatomical structure orientation
91278,91278,GO:2000324,P:positive regulation of glucocorticoid receptor signaling pathway
91332,91332,GO:0048621,P:post-embryonic digestive tract morphogenesis
91356,91356,GO:0048389,P:intermediate mesoderm development
91357,91357,GO:0072143,P:mesangial cell development
91360,91360,GO:0090094,P:metanephric cap mesenchymal cell proliferation involved in metanephros development
91363,91363,GO:0072259,P:metanephric interstitial fibroblast development
91367,91367,GO:0072234,P:metanephric nephron tubule development
91373,91373,GO:0072183,P:negative regulation of nephron tubule epithelial cell differentiation
91377,91377,GO:0072268,P:pattern specification involved in metanephros development
91386,91386,GO:0072184,P:renal vesicle progenitor cell differentiation
91389,91389,GO:0072168,P:specification of anterior mesonephric tubule identity
91390,91390,GO:0072169,P:specification of posterior mesonephric tubule identity
91406,91406,GO:0060755,P:negative regulation of mast cell chemotaxis
91428,91428,GO:1903940,P:negative regulation of TORC2 signaling
91430,91430,GO:0046963,P:3'-phosphoadenosine 5'-phosphosulfate transport
91494,91494,GO:0046380,P:N-acetylneuraminate biosynthetic process
91567,91567,GO:0051308,P:male meiosis chromosome separation
91581,91581,GO:0000966,P:RNA 5'-end processing
91586,91586,GO:0035695,P:mitophagy by induced vacuole formation
91646,91646,GO:0097222,P:mitochondrial mRNA polyadenylation
91665,91665,GO:0035927,P:RNA import into mitochondrion
91695,91695,GO:0061960,P:regulation of heme oxygenase activity
91741,91741,GO:2000409,P:positive regulation of T cell extravasation
91755,91755,GO:1905188,P:positive regulation of metaphase/anaphase transition of meiosis I
91804,91804,GO:0042851,P:L-alanine metabolic process
91819,91819,GO:1903949,P:positive regulation of atrial cardiac muscle cell action potential
91826,91826,GO:1904199,P:positive regulation of regulation of vascular associated smooth muscle cell membrane depolarization
91911,91911,GO:0099504,P:synaptic vesicle cycle
91923,91923,GO:0051336,P:regulation of hydrolase activity
91930,91930,GO:0140231,P:anterograde axonal transport of neurotransmitter receptor complex
92022,92022,GO:0010446,P:response to alkaline pH
92039,92039,GO:0071656,P:negative regulation of granulocyte colony-stimulating factor production
92043,92043,GO:0032712,P:negative regulation of interleukin-3 production
92064,92064,GO:0002652,P:regulation of tolerance induction dependent upon immune response
92069,92069,GO:0035772,P:interleukin-13-mediated signaling pathway
92102,92102,GO:0038184,P:cell surface bile acid receptor signaling pathway
92129,92129,GO:1904985,P:negative regulation of quinolinate biosynthetic process
92130,92130,GO:1905004,P:picolinic acid biosynthetic process
92131,92131,GO:1905012,P:regulation of 'de novo' NAD biosynthetic process from tryptophan
92132,92132,GO:0019748,P:secondary metabolic process
92144,92144,GO:0046398,P:UDP-glucuronate metabolic process
92286,92286,GO:0002946,P:tRNA C5-cytosine methylation
92455,92455,GO:1901184,P:regulation of ERBB signaling pathway
92523,92523,GO:0015801,P:aromatic amino acid transport
92581,92581,GO:0051570,P:regulation of histone H3-K9 methylation
92592,92592,GO:0046867,P:carotenoid transport
92615,92615,GO:0035461,P:vitamin transmembrane transport
92638,92638,GO:1903965,P:monounsaturated fatty acid catabolic process
92774,92774,GO:0062026,P:negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process
92859,92859,GO:0032973,P:amino acid export across plasma membrane
